NDC/SKU,Manufacturer,Name,Lot number,Quantity ordered,Quantity in stock,Cost,Price,Expiration date,Generic for,Created on
"68180-0981-01","Lupin Pharmaceuticals, Inc.","LISINOPRIL 20mg/1","Q302362","400","200","0.028","0.031","10/2025","","04/23/2024 9:49 AM"
"23155-0879-01","Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.(780779901)","LISINOPRIL 20mg/1","03823019A","300","300","0.033","0.036","08/2025","","08/23/2024 10:48 AM"
"43547-0356-10","Solco healthcare U.S., LLC","LISINOPRIL 40mg/1","0000059159","400","200","0.046","0.051","02/2026","","07/18/2024 11:39 AM"
"43547-0356-10","Solco healthcare U.S., LLC","LISINOPRIL 40mg/1","0000059157","200","200","0.046","0.051","02/2026","","08/28/2024 10:26 AM"
"68180-0513-01","Lupin Pharmaceuticals, Inc.","LISINOPRIL 5mg/1","Q301717","600","400","0.018","0.02","08/2026","","04/23/2024 9:48 AM"
"51660-0526-01","OHM LABORATORIES INC.","Loratadine Allergy Relief (LORATADINE) 10mg/1","ADO8977","500","400","0.042","0.046","05/2025","","06/10/2024 12:07 PM"
"70010-0162-01","Granules Pharmaceuticals Inc.","LORATADINE 10mg/1","47870047AA","300","100","0.023","0.025","02/2026","","02/28/2024 11:43 AM"
"70010-0162-01","Granules Pharmaceuticals Inc.","LORATADINE 10mg/1","47870032AA","400","200","0.023","0.025","06/2025","","10/05/2023 2:14 PM"
"68180-0217-09","Lupin Pharmaceuticals, Inc.","HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM 25mg/1; 100mg/1","GA01598","270","270","0.148","0.163","01/2026","","07/03/2024 10:46 AM"
"43547-0362-09","Solco Healthcare US, LLC","LOSARTAN POTASSIUM 100mg/1","0000077467","540","240","0.083","0.091","08/2026","","07/30/2024 4:29 PM"
"43547-0362-09","Solco Healthcare US, LLC","LOSARTAN POTASSIUM 100mg/1","0000077466","400","400","0.074","0.081","08/2026","","08/07/2024 10:13 AM"
"43547-0360-09","Solco Healthcare US, LLC","LOSARTAN POTASSIUM 25mg/1","0000078827","180","90","0.065","0.072","09/2026","","06/18/2024 11:15 AM"
"31722-0700-90","Camber Pharmaceuticals, Inc.","LOSARTAN POTASSIUM 25mg/1","L0A24037","270","225","0.061","0.067","01/2026","","08/23/2024 10:27 AM"
"31722-0701-90","Camber Pharmaceuticals, Inc.","LOSARTAN POTASSIUM 50mg/1","L0A23336","360","135","0.072","0.079","06/2025","","05/06/2024 11:05 AM"
"68180-0468-01","Lupin Pharmaceuticals, Inc.","LOVASTATIN 20mg/1","G323956","300","200","0.038","0.042","05/2026","","01/24/2024 2:18 PM"
"68180-0468-01","Lupin Pharmaceuticals, Inc.","LOVASTATIN 20mg/1","GA03052","400","400","0.038","0.042","03/2027","","08/19/2024 10:31 AM"
"68180-0469-01","Lupin Pharmaceuticals, Inc.","LOVASTATIN 40mg/1","G323522","300","300","0.038","0.042","05/2026","","01/24/2024 2:21 PM"
"49483-0481-12","TIME CAP LABORATORIES, INC","LOW DOSE ASPIRIN (ASPIRIN) 81mg/1","G059K","240","4","0.016","0.018","08/2026","","12/28/2023 12:32 PM"
"16-8946","McKesson","Lubricating Jelly","CHBC11-01","720","720","0.176","0.194","11/2026","","06/19/2024 2:03 PM"
"00006-4681-00","Merck Sharp & Dohme LLC","M-M-R II 1000[TCID_50]/.5mL; 12500[TCID_50]/.5mL; 1000[TCID_50]/.5mL - 10 VIAL, SINGLE-DOSE in 1 CARTON (0006-4681-00) / .5 mL in 1 VIAL, SINGLE-DOSE (0006-4681-01) ","X004346","10","8","0","0","02/2025","MMR","12/12/2023 10:17 AM"
"735-04","Zimmer","Mcleod Padded Clavicle Splint, Large","0008","3","3","0","0","01/2999","","08/16/2023 10:54 AM"
"735-03","Zimmer","Mcleod Padded Clavicle Splint, Medium","0056","2","2","0","0","01/2999","","08/16/2023 10:53 AM"
"735-02","Zimmer","Mcleod Padded Clavicle Splint, Small","0000","2","2","0","0","01/2999","","08/16/2023 10:53 AM"
"220-0545-01","PHILIPS","MCOT","MT31049782","1","1","0","0","10/2024","","08/23/2024 10:07 AM"
"220-0545-01","PHILIPS","MCOT","MT31045106","1","1","0","0","10/2024","","08/23/2024 10:12 AM"
"220-0545-01","Philips","MCOT","MT31054982","1","1","0","0","10/2024","","08/26/2024 9:39 AM"
"0000000010","Orthopedics, Inc","Medium Boot","000001","1","1","0","0","12/2400","","12/07/2023 11:07 AM"
"66993-0371-79","Prasco Laboratories","MEDROXYPROGESTERONE ACETATE 150mg/mL","HE3612","3","2","33.6","36.96","05/2027","Depo","04/08/2024 10:47 AM"
"29300-0124-01","Unichem Pharmaceuticals (USA), Inc.","MELOXICAM 7.5mg/1","GMML22007","300","200","0.018","0.02","10/2025","","08/21/2023 11:25 AM"
"69097-0158-07","Cipla USA Inc.","MELOXICAM 7.5mg/1","KA24065","300","300","0.016","0.018","11/2025","","09/07/2023 10:53 AM"
"X0016JA807","MARS Wellness","Metatarsal Felt Foot Pad, 1/4"" Thick","0000","6","6","0","0","01/2999","","08/16/2023 10:17 AM"
"70010-0491-01","Granules Pharmaceuticals Inc.","METFORMIN HYDROCHLORIDE ER 500mg/1","4911408A","1000","700","0.043","0.047","01/2027","","08/28/2024 11:04 AM"
"65862-0010-01","Aurobindo Pharma Limited","METFORMIN HYDROCHLORIDE 1000mg/1","MTSC23098A","600","500","0.034","0.037","07/2027","","07/01/2024 10:34 AM"
"68180-0337-07","Lupin Pharmaceuticals, Inc.","METFORMIN HYDROCHLORIDE 1000mg/1","G328218","240","240","0.666","0.733","11/2025","","04/10/2024 9:56 AM"
"65862-0010-01","Aurobindo Pharma Limited","METFORMIN HYDROCHLORIDE 1000mg/1","MTSC23098A","500","500","0.034","0.037","07/2027","","06/27/2024 4:57 PM"
"65862-0008-01","Aurobindo Pharma Limited","METFORMIN HYDROCHLORIDE 500mg/1","MTSA23037A","300","1","0.022","0.024","03/2027","","03/13/2024 10:54 AM"
"65862-0008-01","Aurobindo Pharma Limited","METFORMIN HYDROCHLORIDE 500mg/1","MTSA23110A","400","400","0.029","0.032","11/2027","","07/01/2024 10:31 AM"
"42571-0332-01","Micro Labs Limited","METHENAMINE HIPPURATE 1000mg/1","HAAG105","100","100","0.54","0.594","08/2027","","04/30/2024 10:44 AM"
"70010-0770-01","Granules Pharmaceuticals Inc.","METHOCARBAMOL 750mg/1","7700143A","200","50","0.067","0.074","04/2027","","10/13/2023 2:35 PM"
"70010-0770-01","Granules Pharmaceuticals Inc.","METHOCARBAMOL 750mg/1","7700163A","100","100","0.047","0.052","12/2027","","08/28/2024 11:20 AM"
"59651-0182-01","Aurobindo Pharma Limited","METHOTREXATE SODIUM 2.5mg/1","MX0223005A","100","52","0.402","0.442","04/2025","","07/13/2023 10:09 AM"
"59651-0182-01","Aurobindo Pharma Limited","METHOTREXATE SODIUM 2.5mg/1","MX0223013A","100","100","0.091","0.1","07/2025","","03/13/2024 10:59 AM"
"00093-2203-01","Teva Pharmaceuticals USA, Inc.","METOCLOPRAMIDE HYDROCHLORIDE 10mg/1","9862063","300","270","0.036","0.04","06/2026","","07/11/2024 1:55 PM"
"45963-0677-11","Actavis Pharma, Inc.","METOPROLOL SUCCINATE 100mg/1","0379x241","400","200","0.092","0.101","07/2026","","03/20/2024 10:19 AM"
"45963-0677-11","Actavis Pharma, Inc.","METOPROLOL SUCCINATE 100mg/1","0739X241","300","300","0.077","0.085","07/2026","Metoprolol Succinate ER","08/28/2024 10:24 AM"
"72516-0030-01","Oryza Pharmaceuticals, Inc","METOPROLOL Succinate 25mg/1","01A22027B","200","200","0.069","0.076","05/2025","","11/28/2023 11:04 AM"
"72516-0030-01","Oryza Pharmaceuticals, Inc","METOPROLOL Succinate 25mg/1","01A23019B","300","300","0.067","0.074","08/2025","","07/11/2024 1:59 PM"
"45963-0676-11","Actavis Pharma, Inc.","METOPROLOL SUCCINATE 50mg/1","0383X241","700","600","0.065","0.072","07/2025","","04/30/2024 10:46 AM"
"65862-0062-01","Aurobindo Pharma Limited","METOPROLOL TARTRATE 25mg/1","PL2522028A","300","120","0.019","0.021","11/2025","","10/23/2023 10:30 AM"
"65862-0062-01","Aurobindo Pharma Limited","METOPROLOL TARTRATE 25mg/1","PL2522028A","300","300","0.019","0.021","11/2025","","10/30/2023 10:21 AM"
"52817-0361-10","TruPharma LLC","METOPROLOL TARTRATE 50mg/1","221160H3","100","100","0.022","0.024","07/2026","","06/05/2023 4:53 PM"
"52817-0361-10","TruPharma LLC","METOPROLOL TARTRATE 50mg/1","221378H2","300","300","0.022","0.024","08/2026","","08/08/2023 12:33 PM"
"00781-7080-35","Sandoz Inc.","METRONIDAZOLE 10mg/g - 1 TUBE in 1 CARTON (0781-7080-35) / 60 g in 1 TUBE","13562A","2","1","29.75","32.725","12/2024","","02/29/2024 10:01 AM"
"00781-7080-35","Sandoz Inc.","METRONIDAZOLE 10mg/g - 1 TUBE in 1 CARTON (0781-7080-35) / 60 g in 1 TUBE","13562A","2","2","29.75","32.725","12/2024","","04/03/2024 10:21 AM"
"50111-0333-01","Teva Pharmaceuticals USA, Inc.","METRONIDAZOLE 250mg/1","100039524","272","211","0.058","0.064","10/2025","","11/28/2023 10:53 AM"
"29300-0226-01","Unichem Pharmaceuticals (USA), Inc.","METRONIDAZOLE 250mg/1","ZMZL23011","300","244","0.058","0.064","09/2025","","04/10/2024 10:18 AM"
"50111-0333-01","Teva Pharmaceuticals USA, Inc.","METRONIDAZOLE 250mg/1","100047757","100","100","0.064","0.07","05/2026","","03/13/2024 10:27 AM"
"29300-0227-01","Unichem Pharmaceuticals (USA), Inc.","METRONIDAZOLE 500mg/1","ZMZM24014","100","72","0.173","0.19","02/2027","","07/03/2024 10:47 AM"
"51672-4116-06","Taro Pharmaceuticals U.S.A., Inc.","METRONIDAZOLE 7.5mg/g - 1 TUBE in 1 CARTON (51672-4116-6) / 45 g in 1 TUBE","AD20240","1","1","15.11","16.621","08/2025","","12/08/2023 3:08 PM"
"51672-4116-06","Taro Pharmaceuticals U.S.A., Inc.","METRONIDAZOLE 7.5mg/g - 1 TUBE in 1 CARTON (51672-4116-6) / 45 g in 1 TUBE","AD20240","1","1","7.55","8.305","08/2025","","03/01/2024 10:23 AM"
"1","DJO, LLC","MiniTRAX","0000","1","1","0","0","01/2999","","08/16/2023 9:33 AM"
"65862-0211-50","Aurobindo Pharma Limited","MINOCYCLINE HYDROCHLORIDE 100mg/1","MY1022002A","100","100","0.277","0.305","02/2026","","11/04/2022 10:22 AM"
"65862-0574-90","Aurobindo Pharma Limited","MONTELUKAST SODIUM 10mg/1","MNSA2309A","90","60","0.066","0.073","02/2026","","08/29/2023 11:30 AM"
"29300-0220-19","Unichem Pharmaceuticals (USA), Inc.","MONTELUKAST SODIUM 10mg/1","HMU-23076","180","180","0.05","0.055","08/2025","","08/15/2024 10:25 AM"
"00093-1010-42","Teva Pharmaceuticals USA, Inc.","MUPIROCIN 20mg/g - 1 TUBE in 1 CARTON (0093-1010-42) / 22 g in 1 TUBE","420093","4","2","3.66","4.026","05/2025","","04/23/2024 9:45 AM"
"45802-0811-84","Padagis Israel Pharmaceuticals Ltd","NALOXONE HYDROCHLORIDE 4mg/.1mL","177006","2","2","31.335","34.469","04/2025","","07/17/2023 12:16 PM"
"50228-0436-01","ScieGen Pharmaceuticals, Inc.","NAPROXEN 500mg/1","H436105","300","110","0.088","0.097","11/2026","","06/03/2024 5:22 PM"
"00536-5895-88","Rugby Laboratories","NICOTINE 14mg/24h","53264","6","6","23.99","26.389","03/2026","","07/18/2024 11:12 AM"
"43598-0448-28","Dr. Reddy's Laboratories Inc.","NICOTINE 21mg/24h","3011743","2","1","44.89","49.379","10/2025","","08/28/2024 10:51 AM"
"43598-0448-28","Dr. Reddy's Laboratories Inc.","NICOTINE 21mg/24h","3011894","4","4","44.89","49.379","12/2025","","09/03/2024 10:13 AM"
"70756-0412-11","Lifestar Pharma LLC","nitrofurantoin macrocrystals 100mg/1","ER3W012","100","90","0.241","0.265","04/2025","","09/27/2023 3:08 PM"
"47781-0303-01","Alvogen Inc.","Nitrofurantoin Monohydrate/ Macrocrystalline 25mg/1; 75mg/1","0000501226","100","8","0.422","0.464","11/2024","Macrobid","03/23/2023 11:10 AM"
"47781-0303-01","Alvogen Inc.","Nitrofurantoin Monohydrate/ Macrocrystalline 25mg/1; 75mg/1","0000504497","200","200","0.47","0.517","09/2025","Macrobid","03/15/2024 10:27 AM"
"00480-3475-16","Teva Pharmaceuticals, Inc.","Nora BE 0.35mg/1","100057920","12","12","9.715","10.687","02/2027","","05/10/2024 11:03 AM"
"75907-0069-01","Dr. Reddy's Laboratories Inc.","NORTRIPTYLINE HYDROCHLORIDE 10mg/1","09282","400","300","0.056","0.062","11/2025","","05/14/2024 10:37 AM"
"51672-4003-01","Taro Pharmaceuticals U.S.A., Inc.","NORTRIPTYLINE HYDROCHLORIDE 50mg/1","AD17117","300","100","0.062","0.068","06/2025","","12/28/2023 12:22 PM"
"00093-0812-01","Teva Pharmaceuticals USA, Inc.","NORTRIPTYLINE HYDROCHLORIDE 50mg/1","100056526","300","300","0.135","0.149","12/2025","","06/27/2024 4:58 PM"
"70756-0610-30","Lifestar Pharma LLC","OFLOXACIN 3mg/mL - 10 mL in 1 BOTTLE, DROPPER (70756-610-30) ","A93W016","1","1","5.76","6.336","10/2025","","04/03/2024 10:58 AM"
"70756-0610-30","Lifestar Pharma LLC","OFLOXACIN 3mg/mL - 10 mL in 1 BOTTLE, DROPPER (70756-610-30) ","A9X010","2","2","7.2","7.92","05/2026","","08/28/2024 10:47 AM"
"58602-0006-40","Aurohealth LLC","OLOPATADINE HYDROCHLORIDE 1mg/mL - 1 BOTTLE, PLASTIC in 1 CARTON (58602-006-40) / 5 mL in 1 BOTTLE, PLASTIC","3OL24003","1","1","5.93","6.523","05/2026","","08/19/2024 9:48 AM"
"55111-0158-01","Dr. Reddy's Laboratories Limited","OMEPRAZOLE 20mg/1","C2305083","200","70","0.027","0.03","02/2026","","12/01/2023 3:45 PM"
"55111-0158-01","Dr. Reddy's Laboratories Limited","OMEPRAZOLE 20mg/1","C2402744","900","600","0.027","0.03","12/2026","","07/01/2024 10:26 AM"
"70700-0150-01","Xiromed, LLC","OMEPRAZOLE 20mg/1","2300076B","300","260","0.03","0.033","12/2025","","06/27/2024 4:59 PM"
"55111-0645-01","Dr. Reddy's Laboratories Limited","OMEPRAZOLE 40mg/1","C2316117","300","200","0.042","0.046","09/2025","","07/11/2024 2:20 PM"
"55111-0645-01","Dr. Reddy's Laboratories Limited","OMEPRAZOLE 40mg/1","c2401578","200","200","0.042","0.046","11/2025","","06/10/2024 12:16 PM"
"65862-0187-30","Aurobindo Pharma Limited","ONDANSETRON HYDROCHLORIDE 4mg/1","ONA23036A","120","120","0.05","0.055","09/2027","Ondansetron USP","05/20/2024 2:36 PM"
"68462-0157-13","Glenmark Pharmaceuticals Inc., USA","ONDANSETRON 4mg/1","19240126","60","20","0.175","0.193","01/2026","Ondansetron ODT","05/20/2024 2:33 PM"
"64980-0210-01","Rising Pharma Holdings, Inc.","OXYBUTYNIN CHLORIDE 10mg/1","PXM23015","200","100","0.127","0.14","06/2026","Extended release","02/28/2024 11:15 AM"
"64980-0210-01","Rising Pharma Holdings, Inc.","OXYBUTYNIN CHLORIDE 10mg/1","PXM23021","200","200","0.127","0.14","10/2026","","08/07/2024 11:20 AM"
"64980-0209-05","Rising Pharma Holdings, Inc.","OXYBUTYNIN CHLORIDE 5mg/1","PX123011","500","320","0.115","0.127","07/2026","Extended-release","03/21/2024 3:42 PM"
"50111-0456-01","Teva Pharmaceuticals USA, Inc.","OXYBUTYNIN CHLORIDE 5mg/1","100035353","400","400","0.096","0.106","11/2024","Regular release: BID-TID formulation","10/13/2023 2:36 PM"
"00169-4181-13","Novo Nordisk","Ozempic (SEMAGLUTIDE) 0.68mg/mL - 1 SYRINGE, PLASTIC in 1 CARTON (0169-4181-13) / 3 mL in 1 SYRINGE, PLASTIC (0169-4181-03) ","PZF9R13","4","3","0","0","12/2025","Ozempic","09/09/2024 11:20 AM"
"00169-4130-13","Novo Nordisk","Ozempic (SEMAGLUTIDE) 1.34mg/mL - 1 SYRINGE, PLASTIC in 1 CARTON (0169-4130-13) / 3 mL in 1 SYRINGE, PLASTIC (0169-4130-01) ","PAR0146","1","1","0","0","07/2026","semaglutide","04/23/2024 9:34 AM"
"00169-4772-12","Novo Nordisk","Ozempic (SEMAGLUTIDE) 2.68mg/mL - 1 SYRINGE, PLASTIC in 1 CARTON (0169-4772-12) / 3 mL in 1 SYRINGE, PLASTIC (0169-4772-11) ","NAR0223","2","2","0","0","06/2026","Ozempic","09/09/2024 11:17 AM"
"65862-0559-90","Aurobindo Pharma Limited","PANTOPRAZOLE SODIUM 20mg/1","QASA23047A","180","180","0.041","0.045","11/2026","","07/18/2024 10:56 AM"
"65862-0559-90","Aurobindo Pharma Limited","PANTOPRAZOLE SODIUM 20mg/1","QASA23044A","360","360","0.041","0.045","10/2026","Pantoprazole Sodium Delayed-Release ","09/03/2024 10:05 AM"
"31722-0713-90","Camber Pharmaceuticals, Inc.","PANTOPRAZOLE SODIUM 40mg/1","PAN23706","180","90","0.053","0.058","10/2025","","06/13/2024 10:28 AM"
"31722-0713-90","Camber Pharmaceuticals, Inc.","PANTOPRAZOLE SODIUM 40mg/1","PAN24178","360","360","0.053","0.058","02/2026","","07/11/2024 2:24 PM"
"68382-0097-16","Zydus Pharmaceuticals USA Inc.","PAROXETINE HYDROCHLORIDE HEMIHYDRATE 10mg/1","Z301960","180","90","0.034","0.037","04/2025","","11/07/2023 5:03 PM"
"68382-0097-16","Zydus Pharmaceuticals USA Inc.","PAROXETINE HYDROCHLORIDE HEMIHYDRATE 10mg/1","Z301960","450","450","0.034","0.037","04/2025","","11/14/2023 10:48 AM"
"68382-0099-16","Zydus Pharmaceuticals USA Inc.","PAROXETINE HYDROCHLORIDE HEMIHYDRATE 30mg/1","Z301799","360","90","0.053","0.058","03/2025","","10/30/2023 10:20 AM"
"68382-0099-16","Zydus Pharmaceuticals USA Inc.","PAROXETINE HYDROCHLORIDE HEMIHYDRATE 30mg/1","Z401684","360","360","0.053","0.058","02/2026","","07/30/2024 4:41 PM"
"68382-0001-16","Zydus Pharmaceuticals USA Inc.","PAROXETINE HYDROCHLORIDE HEMIHYDRATE 40mg/1","Z206606","270","180","0.071","0.078","12/2024","","07/03/2023 11:04 AM"
"68382-0001-16","Zydus Pharmaceuticals USA Inc.","PAROXETINE HYDROCHLORIDE HEMIHYDRATE 40mg/1","z304646","180","180","0.071","0.078","08/2025","","04/01/2024 10:59 AM"
"X003T9FTKL","Nessi","Pediatric spacer","00000000","1","1","20","22","01/2026","","07/09/2024 4:47 PM"
"DYND10815","Medline","Pediatric Speci-cath Kit","96924030001","5","5","8.54","9.394","09/2026","","06/26/2024 10:00 AM"
"00006-4897-00","Merck Sharp & Dohme LLC","PedvaxHIB 7.5ug/.5mL","X003664","10","4","0","0","11/2025","","11/07/2023 11:58 AM"
"00006-4897-00","Merck Sharp & Dohme LLC","PedvaxHIB 7.5ug/.5mL","X020944","10","10","0","0","03/2026","","06/18/2024 10:17 AM"
"00093-4127-74","Teva Pharmaceuticals USA, Inc.","PENICILLIN V POTASSIUM 250mg/5mL - 200 mL in 1 BOTTLE (0093-4127-74) ","100048720","2","2","9.23","10.153","08/2025","Penecillin V for 200mL","05/20/2024 2:34 PM"
"00093-4127-73","Teva Pharmaceuticals USA, Inc.","PENICILLIN V POTASSIUM 250mg/5mL - 100 mL in 1 BOTTLE (0093-4127-73) ","100054455","2","2","8.56","9.416","01/2026","Penicillin V 100mL","05/20/2024 2:35 PM"
"57237-0041-01","Rising Health, LLC","PENICILLIN V POTASSIUM 500mg/1","PQ5023033A","100","70","0.066","0.073","06/2026","","03/13/2024 10:23 AM"
"57237-0041-01","Rising Health, LLC","PENICILLIN V POTASSIUM 500mg/1","PQ5023033A","100","100","0.066","0.073","06/2026","","06/27/2024 5:04 PM"
"49281-0511-05","Sanofi Pasteur Inc.","PENTACEL ","UJ972AA","20","6","0","0","11/2024","DTap-IPV-HIB","12/12/2023 10:12 AM"
"10956021012","Reese Pharmaceutical","Phenazopyridine Hydrochloride 99.5mg","P23L687","2","2","2.55","2.805","12/2025","","04/30/2024 10:59 AM"
"00000","DeRoyal","Post Op Shoe, Small, Womens","62268","1","1","0","0","01/2999","","08/16/2023 9:35 AM"
"00000","DeRoyal","Post Op Shoe, Small, Womens","68687","1","1","0","0","01/2999","","08/16/2023 9:35 AM"
"A152307","DeRoyal","Post-Op Shoe, Hook & Loop Closure, Large, Male","51454","1","1","0","0","01/2999","","08/16/2023 9:15 AM"
"A152407","DeRoyal","Post-Op Shoe, Hook and Loop Closure, Large, Female","67610","1","1","0","0","01/2999","","08/16/2023 9:17 AM"
"1178MLPP","PremierPro","Post-Op Shoe, Nylon, Large, Male","51565360","1","1","0","0","01/2999","","08/16/2023 9:16 AM"
"1178FMPP","PremierPro","Post-Op Shoe, Nylon, Medium, Female","51156822","1","1","0","0","01/2999","","08/16/2023 9:14 AM"
"1178MMPP","PremierPro","Post-Op Shoe, Nylon, Medium, Male","49010314","1","1","0","0","01/2999","","08/16/2023 9:18 AM"
"1178MSPP","PremierPro","Post-Op Shoe, Nylon, Small, Male","51154333","3","3","0","0","01/2999","","08/16/2023 9:23 AM"
"68462-0195-90","Glenmark Pharmaceuticals Inc., USA","PRAVASTATIN SODIUM 10mg/1","17222216","360","270","0.05","0.055","10/2025","","08/28/2024 11:09 AM"
"00093-7201-98","Teva Pharmaceuticals USA, Inc.","PRAVASTATIN SODIUM 20mg/1","100044302","270","180","0.046","0.051","01/2025","","01/31/2024 10:38 AM"
"68462-0196-90","Glenmark Pharmaceuticals Inc., USA","PRAVASTATIN SODIUM 20mg/1","17232360","180","180","0.036","0.04","11/2026","","08/28/2024 11:08 AM"
"00093-7202-98","Teva Pharmaceuticals USA, Inc.","PRAVASTATIN SODIUM 40mg/1","100041974","270","270","0.05","0.055","12/2024","","01/31/2024 10:39 AM"
"170210","Mueller","Pre-Tape Tuffner Quick Drying Spray","23277126231635","5","1","10.068","11.075","12/2400","","12/06/2023 4:38 PM"
"170210","Mueller","Pre-Tape Tuffner Quick Drying Spray","24073126231545","1","1","9.14","10.054","12/2400","","07/11/2024 12:46 PM"
"60219-1707-01","Amneal Pharmaceuticals NY LLC","PREDNISONE 10mg/1","AM230712","100","13","0.055","0.061","04/2025","","01/09/2024 10:22 AM"
"60219-1707-01","Amneal Pharmaceuticals NY LLC","PREDNISONE 10mg/1","AM231457","300","300","0.087","0.096","07/2025","","02/09/2024 10:42 AM"
"60219-1708-01","Amneal Pharmaceuticals NY LLC","PREDNISONE 20mg/1","AM231971","100","31","0.126","0.139","11/2025","","04/30/2024 10:48 AM"
"60219-1708-01","Amneal Pharmaceuticals NY LLC","PREDNISONE 20mg/1","AM240071","400","400","0.095","0.105","12/2025","","07/01/2024 11:13 AM"
"00005-2000-10","Wyeth Pharmaceutical Division of Wyeth Holdings LLC","Prevnar 20 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 4.4ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL; 2.2ug/.5mL","HN2630","10","10","0","0","08/2025","Pneumococcal (Prevnar20) / Manuf: Wyeth-Pfizer","07/25/2024 10:38 AM"
"69452-0233-20","Bionpharma Inc.","PROGESTERONE 100mg/1","CA4007A","600","500","0.245","0.27","02/2026","","04/25/2024 10:22 AM"
"68382-0040-01","Zydus Pharmaceuticals USA Inc.","PROMETHAZINE HYDROCHLORIDE 12.5mg/1","Z304334","200","200","0.025","0.028","07/2025","","05/06/2024 10:51 AM"
"68382-0041-01","Zydus Pharmaceuticals USA Inc.","PROMETHAZINE HYDROCHLORIDE 25mg/1","Z304922","100","70","0.042","0.046","09/2025","","07/11/2024 2:26 PM"
"69292-0530-01","AMICI PHARMACEUTICALS LLC","PROPRANOLOL HYDROCHLORIDE 10mg/1","F230122A","200","65","0.043","0.047","07/2026","","11/03/2023 10:54 AM"
"69238-2077-01","Amneal Pharmaceuticals NY LLC","PROPRANOLOL HYDROCHLORIDE 10mg/1","AM231744","200","200","0.043","0.047","09/2026","","02/28/2024 11:18 AM"
"69292-0532-01","AMICI PHARMACEUTICALS LLC","PROPRANOLOL HYDROCHLORIDE 20mg/1","J220181A","400","50","0.049","0.054","09/2024","","03/02/2023 10:55 AM"
"69238-2078-01","Amneal Pharmaceuticals NY LLC","PROPRANOLOL HYDROCHLORIDE 20mg/1","AM231149","200","65","0.049","0.054","06/2026","","02/28/2024 11:17 AM"
"69292-0532-01","AMICI PHARMACEUTICALS LLC","PROPRANOLOL HYDROCHLORIDE 20mg/1","E240097A","200","200","0.051","0.056","04/2027","","09/03/2024 10:01 AM"
"00591-5556-01","Actavis Pharma, Inc.","PROPRANOLOL HYDROCHLORIDE 40mg/1","100050311","200","20","0.068","0.075","04/2025","","02/06/2024 12:21 PM"
"69238-2079-01","Amneal Pharmaceuticals NY LLC","PROPRANOLOL HYDROCHLORIDE 40mg/1","AM231214","300","200","0.061","0.067","06/2026","","03/27/2024 10:18 AM"
"00006417100","Merck","ProQuad RHA 0.5mL (MMRV)","X025822","10","3","0","0","04/2025","","04/08/2024 12:25 PM"
"00006-4171-00","Merck Sharp & Dohme LLC","ProQuad 1000[TCID_50]/.5mL; 20000[TCID_50]/.5mL; 1000[TCID_50]/.5mL; 9772[PFU]/.5mL - 10 VIAL, SINGLE-DOSE in 1 CARTON (0006-4171-00) / .5 mL in 1 VIAL, SINGLE-DOSE (0006-4171-01) ","Y008788","10","9","0","0","10/2025","MMRV (for ages 12 months to 12 years)","07/25/2024 10:50 AM"
"67877-0250-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 100mg/1","24140585","600","180","0.043","0.047","12/2026","","07/11/2024 1:57 PM"
"67877-0242-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 25mg/1","23141356","200","200","0.02","0.022","03/2026","","08/19/2024 10:39 AM"
"67877-0242-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 25mg/1","23141356","200","200","0.02","0.022","03/2026","","08/28/2024 11:11 AM"
"67877-0249-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 50mg/1","23142856","100","10","0.021","0.023","07/2026","","03/01/2024 10:26 AM"
"67877-0249-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 50mg/1","23142856","200","200","0.022","0.024","07/2026","","04/03/2024 10:26 AM"
"67877-0249-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 50mg/1","23142856","200","200","0.022","0.024","07/2026","","04/03/2024 10:26 AM"
"67877-0249-01","Ascend Laboratories, LLC","QUETIAPINE FUMARATE 50mg/1","23143776","200","200","0.031","0.034","09/2026","","06/27/2024 5:00 PM"
"X0039JYRIL","Quidel","QuickVue At-Home OTC Covid-19 Test","2309002","10","2","13.04","14.344","09/2024","","12/15/2023 1:56 PM"
"55972609","Rolyan","R-Soft Thumb Splint LG RT","361478-20190130","1","1","0","0","12/2999","","09/20/2023 3:22 PM"
"55972603","Rolyan","R-Soft Thumb Splint MD LT","372349-20190617","10","10","0","0","01/2999","","08/16/2023 11:09 AM"
"55972607","Rolyan","R-Soft Thumb Splint SM RT","372354-20190614","2","2","0","0","01/2999","","08/16/2023 11:08 AM"
